ParticipantID,StartDate,EndDate,1_Age_What is your age?,2_State_In which US state do you currently reside?,3_Race_What is your race/ethnicity? Select all that apply. - Selected Choice(s),3_Race_TEXT_What is your race/ethnicity? Select all that apply. - Other (please specify): - Text,4_Gender_What is your gender identity? - Selected Choice,4_Gender_TEXT_What is your gender identity? - Other (please specify): - Text,"5_PoliticalParty_In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else? - Selected Choice","5_PoliticalParty_TEXT_In politics today, do you consider yourself a Republican, a Democrat, an Independent, or something else? - Something else (please specify): - Text",6_Education_What is the highest level of education you have completed or are currently working toward?,7_PoliticalViews_How would you describe your political views? - Selected Choice,7_PoliticalViews_TEXT_How would you describe your political views? - Other (please specify): - Text,8_Religiosity_How often do you attend religious services?,9_ElectionViews_Which of the following statements most closely describes your views on the 2020 U.S. presidential election?,10_SepChurch&State_Which of the following statements most closely describes your views on separation of church and state?,11_AbortionViews_Which of the following statements most closely describes your views on abortion?,12_DeathPenaltyViews_Which of the following statements most closely describes your views on capital punishment (the death penalty)?,"13_DoctorPenalty_If a doctor performs multiple illegal abortions, which of the following do you think would be the most appropriate penalty?","14_PatientPenalty_If a woman receives an illegal abortion, which of the following do you think would be the most appropriate penalty?",15_CourtApproval_Do you approve of the recent U.S. Supreme Court decision to overturn Roe v. Wade?,16_Approval%_What percentage of Americans do you think approve of the recent Supreme Court decision to overturn Roe v. Wade? Use the slider below to select your estimation.,17_ExceptFetalDeath_Do you think abortion should be legal in cases where the fetus has a disease that will cause it to die before or shortly after birth?,18_ExceptRapeIncest_Do you think abortion should be legal in cases of rape or incest?,19_ExceptMomsLife_Do you think abortion should be legal in cases where the pregnancy threatens the mother's life?,20_EmbryoisPerson_Do you believe that a fertilized egg (embryo) is a person?,"21_AbortionCasualSex_How much do you agree with this statement?: If abortions are difficult or impossible to get, people will be less likely to have casual sex with multiple partners.",22_FourTrimesters_Is the following statement true or false?: There are four trimesters in a pregnancy.,23_StateLawViews_Which of the following statements most accurately describes your views on your state's abortion laws?,24_StateRestrict_At what stage of pregnancy is abortion currently restricted in your state?,25_StateExceptFetus_Does your state's current law(s) allow for abortion in cases where the fetus has a disease that will cause it to die before or shortly after birth?,26_StateExceptRape_Does your state's current law(s) allow for abortion in cases of rape or incest?,27_StateExceptMom_Does your state's current law(s) allow for abortion in cases where the pregnancy threatens the mother's life?,"28_Condoms%_For women who use condoms as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.","29_Pill%_For women who use birth control pills as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.","30_PullingOut%_For women who use the ""pulling out"" method as their birth control method, what percent will become pregnant by accident within one year? Use the slider below to make your guess.",31_ImplantFail%_About what percent of the time does a fertilized egg (embryo) fail to implant in the uterus (womb) and grow into a fetus? Use the slider below to make your guess.,32_OutsideImplant%_About what percent of the time does a fertilized egg (embryo) implant outside of the uterus (womb)? Use the slider below to make your guess.,33_Miscarriage%_About what percent of pregnancies end in miscarriage?  Use the slider below to make your guess.,"34_EctopicSurvive_Is the following statement true or false?: An embryo that implants outside the womb (an ""ectopic pregnancy"") can survive to be born.","35_EctopicSurgery_Is the following statement true or false?: An embryo that implants outside the womb (an ""ectopic pregnancy"") can be surgically re-implanted in the womb.","36_AssaultResponse_Is the following statement true or false?: When a woman is sexually assaulted, her body naturally takes steps to prevent pregnancy in response to the assault.","37_FetalWeight_On average, how much does a typical fetus weigh at the end of the first trimester of pregnancy?","38_FetalLength_On average, about how long is a typical fetus at the end of the first trimester of pregnancy?",39_LabelOvary_Which letter points to the ovary?,40_LabelUterus_Which letter points to the uterus?,41_LabelVagina_Which letter points to the vagina?,42_LabelClitoris_Which letter points to the clitoris?,43_SelectIUD_Which of the following images shows an IUD (intrauterine device)? Select all that apply.,44_AgeofConsent_What do you think the legal age of consent should be for engaging in sexual activity?,"45_CasualSex_How much do you agree with this statement?: Casual sex, or sexual promiscuity, is a major cause of societal problems.",46_WomanCasualSex_How much do you agree with this statement?: There is nothing wrong with a woman who engages in casual sex with multiple partners.,47_EmbryosLab_How much do you agree with this statement?: Fertilized eggs (embryos) should not be created in a lab for the use of in-vitro fertilization if not all of the embryos will eventually be implanted.,48_AbortionTrans_Do you think abortion should be legal in the following situation?: A genetic test of the fetus is able to detect that the baby will grow up to be transgender.,"49_OtherThoughts_If you'd like to share additional thoughts on any of the topics mentioned in this survey, please do so in the box below."
142349884,7/24/22 0:23,7/24/22 0:28,32,Alabama,White,,Man,,Republican,,Graduate degree,Very conservative,,Once a week,The election was stolen.,The federal government should enforce separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,Imprisonment for more than 5 years,Yes,62,No,Yes,No,Yes,Neither agree nor disagree,TRUE,I'm not familiar with my state's abortion laws.,I don't know.,Yes,Yes,No,73,59,43,70,48,39,FALSE,TRUE,TRUE,2 pounds,3 to 4 inches,M,I,C,H,"1,6,7",21 or older,Strongly agree,Somewhat disagree,Neither agree nor disagree,No,
234078393,7/24/22 0:23,7/24/22 1:51,21,Kentucky,White,,Woman,,Democrat,,High school or high school equivalent,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"The death penalty is morally wrong, even when someone commits multiple murders.",A monetary fine,No penalty,No,50,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,Yes,Yes,60,45,75,60,40,55,FALSE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,E,F,I,K,7,16,Strongly disagree,Strongly agree,Somewhat disagree,No,This was a great survey our country is going through a lot hopefully we can go to the future and stop repeating the past.
1893667551,7/24/22 0:23,7/24/22 0:29,49,Louisiana,White,,Woman,,Independent,,Graduate degree,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",No penalty,No penalty,No,23,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,I don't know.,I don't know.,I don't know.,Yes,8,6,29,15,15,26,FALSE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,J,F,N,M,7,18,Strongly disagree,Neither agree nor disagree,Strongly disagree,No,
226184733,7/24/22 0:24,7/24/22 0:34,24,Missouri,White,,Man,,Republican,,Bachelor's degree or equivalent,Very conservative,,More than once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",A monetary fine,Imprisonment for less than 5 years,Yes,61,Yes,Yes,Yes,No,Somewhat agree,TRUE,My state's abortion laws should be more restrictive.,Abortion is restricted starting in the second trimester of pregnancy.,Yes,No,I don't know.,85,55,87,36,74,56,TRUE,TRUE,FALSE,1 ounce or less,3 to 4 inches,E,F,M,N,7,18,Strongly agree,Somewhat agree,Neither agree nor disagree,Yes,
204971446,7/24/22 0:24,7/24/22 0:37,57,Texas,White,,Woman,,Democrat,,High school or high school equivalent,Liberal,,A few times a year,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",A monetary fine,A monetary fine,No,50,Yes,Yes,Yes,No,Strongly disagree,TRUE,My state's abortion laws should be more permissive.,Abortion is restricted once fetal viability is determined by a doctor.,No,No,I don't know.,40,15,80,60,50,24,FALSE,FALSE,FALSE,4 ounces (1/4 of a pound),3 to 4 inches,D,G,N,M,7,18,Strongly agree,Strongly disagree,Strongly disagree,No,
208863143,7/24/22 0:25,7/24/22 0:37,65,Iowa,White,,Woman,,Democrat,,Bachelor's degree or equivalent,Very liberal,,Rarely,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"The death penalty is morally wrong, even when someone commits multiple murders.",No penalty,No penalty,No,20,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,No,No,39,16,12,71,14,32,FALSE,FALSE,FALSE,8 ounces (1/2  of a pound),3 to 4 inches,F,H,L,M,7,I do not believe the government should be involved in setting the age of consent.,Somewhat disagree,Somewhat agree,Strongly agree,No,This survey was thought provoking.
233129240,7/24/22 1:01,7/24/22 1:09,26,Idaho,Black or African-American,,Man,,Something else (please specify):,Green,High school or high school equivalent,Moderate,,Once a week,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"The death penalty is morally wrong, even when someone commits multiple murders.",A monetary fine,No penalty,No,36,Yes,Yes,Yes,No,Strongly disagree,TRUE,I'm not familiar with my state's abortion laws.,Abortion is restricted starting in the second trimester of pregnancy.,I don't know.,I don't know.,I don't know.,55,50,71,61,40,53,FALSE,FALSE,FALSE,2 ounces (1/8 of a pound)  ,1 to 2 inches,E,F,I,M,"2,5,7",16,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,No,
204847832,7/24/22 1:03,7/24/22 1:12,62,Alabama,White,,Woman,,Democrat,,Bachelor's degree or equivalent,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",No penalty,No penalty,No,6,Yes,Yes,Yes,Yes,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,No,No,100,0,93,50,14,19,FALSE,FALSE,FALSE,1 pound,1 to 2 inches,D,N,M,I,7,18,Strongly agree,Strongly disagree,Neither agree nor disagree,No,
233768832,7/24/22 1:03,7/24/22 1:14,39,Arkansas,White,,Man,,Independent,,Graduate degree,Very conservative,,Once or twice a month,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,A monetary fine,Yes,72,Yes,Yes,Yes,No,Strongly agree,TRUE,My state's abortion laws should be more restrictive.,Abortion is restricted once a fetal heartbeat is detected. ,Yes,Yes,Yes,52,62,50,49,72,62,TRUE,TRUE,FALSE,4 ounces (1/4 of a pound),9 to 10 inches,N,A,C,K,2,18,Somewhat agree,Strongly agree,Strongly agree,Yes,it was good
1504568677,7/24/22 1:05,7/24/22 1:38,52,Indiana,White,,Man,,Republican,,Bachelor's degree or equivalent,Conservative,,A few times a year,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",No penalty,No penalty,I don't have an opinion.,20,Yes,Yes,Yes,Yes,Somewhat disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is never restricted.,Yes,Yes,Yes,31,20,52,26,58,12,FALSE,TRUE,FALSE,1 pound,7 to 8 inches,F,H,L,I,7,16,Somewhat disagree,Somewhat agree,Somewhat disagree,No,
64716494,7/24/22 1:05,7/24/22 1:18,64,Mississippi,White,,Woman,,Independent,,Bachelor's degree or equivalent,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,No penalty,No,33,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,Abortion is restricted at all stages of pregnancy.,No,No,No,87,56,100,28,19,29,FALSE,FALSE,FALSE,2 ounces (1/8 of a pound)  ,1 to 2 inches,J,L,K,M,7,18,Strongly agree,Neither agree nor disagree,Somewhat agree,No,
1503871563,7/24/22 1:07,7/24/22 1:16,66,Ohio,White,,Woman,,Democrat,,Bachelor's degree or equivalent,Moderate,,Rarely,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,No penalty,No,40,Yes,Yes,Yes,No,Neither agree nor disagree,TRUE,I'm not familiar with my state's abortion laws.,I don't know.,I don't know.,I don't know.,I don't know.,9,10,0,8,7,6,TRUE,TRUE,FALSE,1 ounce or less,3 to 4 inches,J,M,N,K,7,18,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,
205059749,7/24/22 1:08,7/24/22 1:20,52,South Carolina,Black or African-American,,Man,,Democrat,,High school or high school equivalent,Very conservative,,Once or twice a month,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,Imprisonment for less than 5 years,I don't have an opinion.,70,Yes,Yes,Yes,Yes,Strongly agree,TRUE,My state's abortion laws should be more restrictive.,Abortion is restricted at all stages of pregnancy.,Yes,Yes,Yes,83,78,100,76,100,79,FALSE,FALSE,FALSE,1 ounce or less,Less than an inch,D,L,M,N,7,17,Strongly agree,Strongly disagree,Neither agree nor disagree,No,It's very important to know what and how the law is in this day and time 
230229364,7/24/22 1:08,7/24/22 1:13,36,Arkansas,White,,Man,,Democrat,,Graduate degree,Very liberal,,Once a week,The election was fairly won by Joe Biden.,The federal government should stop enforcing separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,Imprisonment for more than 5 years,Yes,100,Yes,Yes,Yes,Yes,Strongly agree,FALSE,My state's abortion laws should be more restrictive.,Abortion is restricted at all stages of pregnancy.,Yes,Yes,Yes,99,93,100,100,84,97,FALSE,TRUE,TRUE,4 pounds,3 to 4 inches,D,F,L,K,"1,2,3,8,9",21 or older,Strongly agree,Strongly agree,Strongly agree,Yes,It was most better survey 
205650315,7/24/22 1:09,7/24/22 1:22,57,Indiana,White,,Woman,,Republican,,Graduate degree,Moderate,,Once a week,The election was stolen.,The federal government should stop enforcing separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"The death penalty is morally wrong, even when someone commits multiple murders.",Imprisonment for more than 5 years,Imprisonment for less than 5 years,Yes,40,No,No,No,Yes,Strongly disagree,FALSE,I'm not familiar with my state's abortion laws.,I don't know.,I don't know.,I don't know.,I don't know.,26,18,80,23,7,26,FALSE,FALSE,FALSE,4 ounces (1/4 of a pound),1 to 2 inches,E,F,I,K,7,17,Strongly agree,Strongly disagree,Neither agree nor disagree,No,
204479432,7/24/22 1:09,7/24/22 1:18,67,Oklahoma,White,,Woman,,Republican,,Graduate degree,Conservative,,A few times a year,The election was stolen.,The federal government should enforce separation of church and state.,I'm pro-life: I support restricting access to abortion in all or in most cases.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for more than 5 years,Imprisonment for more than 5 years,Yes,37,Yes,Yes,Yes,Yes,Strongly disagree,FALSE,I'm not familiar with my state's abortion laws.,I don't know.,I don't know.,I don't know.,I don't know.,9,8,40,20,2,21,FALSE,FALSE,FALSE,2 ounces (1/8 of a pound)  ,1 to 2 inches,J,H,M,N,7,18,Neither agree nor disagree,Somewhat agree,Strongly disagree,No,
205086293,7/24/22 1:11,7/24/22 1:23,27,Ohio,Black or African-American,,Woman,,Democrat,,Bachelor's degree or equivalent,Very liberal,,Once or twice a month,The election was fairly won by Joe Biden.,The federal government should enforce separation of church and state.,I'm pro-choice: I support a woman's right to choose an abortion.,"When someone commits multiple murders, the death penalty is morally justified.",Imprisonment for less than 5 years,No penalty,No,63,Yes,Yes,Yes,No,Strongly disagree,FALSE,My state's abortion laws should be more permissive.,I don't know.,Yes,Yes,Yes,21,1,85,41,51,41,FALSE,FALSE,FALSE,1 ounce or less,1 to 2 inches,H,L,N,M,7,15,Strongly disagree,Strongly agree,Strongly disagree,No,I am glad we are being asked about topics that are not usually talked about or taught about.
